Major,H3 Requirement,H4 Requirement,Course Code,Course Title,Credits
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI 537,Introduction to Operating Systems,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI 538,Introduction to the Theory and Design of Programming Languages,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI/​E C E/​M E  539,Introduction to Artificial Neural Networks,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI 540,Introduction to Artificial Intelligence,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI 542,Introduction to Software Security,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI 545,Natural Language and Computing,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI/​E C E  552,Introduction to Computer Architecture,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI/​I SY E/​M E  558,Introduction to Computational Geometry,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI 559,Computer Graphics,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI/​E C E  561,Probability and Information Theory in Machine Learning,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI 564,Database Management Systems: Design and Implementation,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI/​B M I  567,Medical Image Analysis,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI 570,Introduction to Human-Computer Interaction,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI 571,Building User Interfaces,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI/​B M I  576,Introduction to Bioinformatics,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI 577,Introduction to Algorithms,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI/​DS  579,Virtual Reality,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI/​I SY E  635,Tools and Environments for Optimization,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI 640,Introduction to Computer Networks,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI 642,Introduction to Information Security,
"Computer Sciences, B.S.",ADDITIONAL MATHEMATICS (beyond calculus),ELECTIVES,COMP SCI 639,Undergraduate Elective Topics in Computing,
"Computer Sciences, B.S.",Advanced Computer Science Courses,SCI 577,Introduction to Algorithms,,
"Computer Sciences, B.S.",Advanced Computer Science Courses,SCI 520,Introduction to Theory of Computing,,
"Computer Sciences, B.S.",Advanced Computer Science Courses, THEORY OF COMPUTER SCIENCE,COMP SCI 577,Introduction to Algorithms,
"Computer Sciences, B.S.",Advanced Computer Science Courses, THEORY OF COMPUTER SCIENCE,COMP SCI 520,Introduction to Theory of Computing,
"Computer Sciences, B.S.",Advanced Computer Science Courses, SOFTWARE & HARDWARE,COMP SCI 407,Foundations of Mobile Systems and Applications,
"Computer Sciences, B.S.",Advanced Computer Science Courses, SOFTWARE & HARDWARE,COMP SCI/​E C E  506,Software Engineering,
"Computer Sciences, B.S.",Advanced Computer Science Courses, SOFTWARE & HARDWARE,COMP SCI 536,Introduction to Programming Languages and Compilers,
"Computer Sciences, B.S.",Advanced Computer Science Courses, SOFTWARE & HARDWARE,COMP SCI 537,Introduction to Operating Systems,
"Computer Sciences, B.S.",Advanced Computer Science Courses, SOFTWARE & HARDWARE,COMP SCI 542,Introduction to Software Security,
"Computer Sciences, B.S.",Advanced Computer Science Courses, SOFTWARE & HARDWARE,COMP SCI 544,Introduction to Big Data Systems,
"Computer Sciences, B.S.",Advanced Computer Science Courses, SOFTWARE & HARDWARE,COMP SCI/​E C E  552,Introduction to Computer Architecture,
"Computer Sciences, B.S.",Advanced Computer Science Courses, SOFTWARE & HARDWARE,COMP SCI 564,Database Management Systems: Design and Implementation,
"Computer Sciences, B.S.",Advanced Computer Science Courses, SOFTWARE & HARDWARE,COMP SCI 640,Introduction to Computer Networks,
"Computer Sciences, B.S.",Advanced Computer Science Courses, SOFTWARE & HARDWARE,COMP SCI 642,Introduction to Information Security,
"Computer Sciences, B.S.",Advanced Computer Science Courses, APPLICATIONS,COMP SCI 412,Introduction to Numerical Methods 1,
"Computer Sciences, B.S.",Advanced Computer Science Courses, APPLICATIONS,COMP SCI/​I SY E/​MATH  425,Introduction to Combinatorial Optimization,
"Computer Sciences, B.S.",Advanced Computer Science Courses, APPLICATIONS,COMP SCI/​MATH  513,Numerical Linear Algebra,
"Computer Sciences, B.S.",Advanced Computer Science Courses, APPLICATIONS,COMP SCI/​MATH  514,Numerical Analysis,
"Computer Sciences, B.S.",Advanced Computer Science Courses, APPLICATIONS,COMP SCI/​E C E/​I SY E  524,Introduction to Optimization,
"Computer Sciences, B.S.",Advanced Computer Science Courses, APPLICATIONS,COMP SCI/​I SY E/​MATH/​STAT  525,Linear Optimization,
"Computer Sciences, B.S.",Advanced Computer Science Courses, APPLICATIONS,COMP SCI 534,Computational Photography,
"Computer Sciences, B.S.",Advanced Computer Science Courses, APPLICATIONS,COMP SCI 540,Introduction to Artificial Intelligence,
"Computer Sciences, B.S.",Advanced Computer Science Courses, APPLICATIONS,COMP SCI 545,Natural Language and Computing,
"Computer Sciences, B.S.",Advanced Computer Science Courses, APPLICATIONS,COMP SCI 559,Computer Graphics,
"Computer Sciences, B.S.",Advanced Computer Science Courses, APPLICATIONS,COMP SCI 566,Introduction to Computer Vision,
"Computer Sciences, B.S.",Advanced Computer Science Courses, APPLICATIONS,COMP SCI 570,Introduction to Human-Computer Interaction,
"Computer Sciences, B.S.",Advanced Computer Science Courses, APPLICATIONS,COMP SCI 571,Building User Interfaces,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI 407,Foundations of Mobile Systems and Applications,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI 412,Introduction to Numerical Methods,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI/​I SY E/​MATH  425,Introduction to Combinatorial Optimization,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI/​E C E/​MATH  435,Introduction to Cryptography,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI/​STAT  471,Introduction to Computational Statistics,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI/​MATH/​STAT  475,Introduction to Combinatorics,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI/​E C E  506,Software Engineering,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI/​MATH  513,Numerical Linear Algebra,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI/​MATH  514,Numerical Analysis,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI/​DS/​I SY E  518,Wearable Technology,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI 520,Introduction to Theory of Computing,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI/​E C E/​I SY E  524,Introduction to Optimization,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI/​I SY E/​MATH/​STAT  525,Linear Optimization,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI/​I SY E  526,Advanced Linear Programming,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI/​E C E/​M E  532,Matrix Methods in Machine Learning,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI/​E C E  533,Image Processing,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI 534,Computational Photography,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI 536,Introduction to Programming Languages and Compilers,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI 537,Introduction to Operating Systems,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI 538,Introduction to the Theory and Design of Programming Languages,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI/​E C E/​M E  539,Introduction to Artificial Neural Networks,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI 540,Introduction to Artificial Intelligence,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI 542,Introduction to Software Security,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI 545,Natural Language and Computing,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI/​E C E  552,Introduction to Computer Architecture,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI/​I SY E/​M E  558,Introduction to Computational Geometry,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI 559,Computer Graphics,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI/​E C E  561,Probability and Information Theory in Machine Learning,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI 564,Database Management Systems: Design and Implementation,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI/​B M I  567,Medical Image Analysis,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI 570,Introduction to Human-Computer Interaction,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI 571,Building User Interfaces,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI/​B M I  576,Introduction to Bioinformatics,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI 577,Introduction to Algorithms,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI/​DS  579,Virtual Reality,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI/​I SY E  635,Tools and Environments for Optimization,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI 640,Introduction to Computer Networks,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI 642,Introduction to Information Security,
"Computer Sciences, B.S.",Advanced Computer Science Courses,ELECTIVES,COMP SCI 639,Undergraduate Elective Topics in Computing,

